影片,导演,编剧,主演,类型,国家/地区,语言,上映日期
最后的巫师猎人,布瑞克·埃斯纳尔,科里·古德曼;马特·萨兹马;伯克·沙普利斯,范·迪塞尔;伊利亚·伍德;露丝·莱斯利;朱莉·恩格尔布雷希特;迈克尔·凯恩;奥拉维尔·达里·奥拉夫松;贝克斯·泰勒-克劳斯;丽纳·欧文;约瑟夫·吉尔根;伊萨赫·德·班克尔;迈克尔·哈尔西;斯隆·库姆斯;洛特·弗贝克;道恩·奥利弗瑞;因巴尔·拉维,动作;奇幻;冒险,美国,英语,2016-01-15(中国大陆);2015-10-23(美国)
佐州自救兄弟2,蒂姆·斯托瑞,费尔·海伊;马特·曼弗莱迪;格雷格·库利奇,艾斯·库珀;凯文·哈特;郑肯;本杰明·布拉特;奥立薇娅·玛恩;布鲁斯·麦克吉尔;提卡·森普特;格伦·鲍威尔;雪莉·谢波德;娜丁·维拉兹盖兹;卡洛斯·戈麦斯,喜剧;动作,美国,英语,2016-01-15(美国)
入侵者,亚当·辛德勒,T.J. 希玛菲尔;大卫·怀特,马丁·斯塔尔;贝丝·涅斯格拉夫;罗瑞·卡尔金;杰克·凯西;莱蒂西亚·吉门尼斯;约书亚·米克尔;蒂莫西·T·麦金尼,剧情;惊悚;恐怖,美国,英语,2016-01-15(美国)
危机13小时,迈克尔·贝,查克·霍根;米切尔·朱可夫,詹姆斯·戴尔;约翰·卡拉辛斯基;马克斯·马蒂尼;多米尼克·福穆萨;巴勃罗·施瑞博尔;大卫·丹曼;马特·莱斯切尔;托比·斯蒂芬斯;艾莉克西娅·芭利尔;弗雷迪·史卓玛;大卫·科斯塔贝尔;莉莎·伊娃斯蒂娜;安德烈·克劳德;大卫·君图力,剧情;动作;惊悚;战争,美国,英语,2016-01-15(美国)
通灵神探,阿方索·博亚尔特,肖恩·拜利;泰德·格里芬,安东尼·霍普金斯;科林·法瑞尔;杰弗里·迪恩·摩根;艾比·考尼什;玛丽·谢尔顿;山德·贝克利;何塞·巴勃罗·坎蒂略;安吉拉·克勒科兹;简宁·特纳;肯尼·约翰逊;马特·杰拉德;莎朗·劳伦斯;祖舒华·克洛斯;雷·埃尔南德斯,科幻;悬疑;惊悚;犯罪,美国,英语,2016-01-14(中国大陆);2015-09-09(多伦多电影节)
爱情天文学,朱塞佩·托纳多雷,朱塞佩·托纳多雷,欧嘉·柯瑞兰寇;杰瑞米·艾恩斯;肖娜·麦克唐纳;安娜·萨瓦;詹姆斯·斯迈利;詹姆斯·布鲁尔;西蒙·米考克;斯图尔特·亚当斯;詹姆斯·沃伦,剧情;爱情,意大利,英语,2016-01-14(意大利)
第五波,J·布莱克森,苏珊娜·格兰特;阿齐瓦·高斯曼;杰夫·皮克纳;瑞克·杨西,科洛·莫瑞兹;尼克·罗宾森;朗·里维斯顿;玛姬·丝弗;亚历克斯·罗伊;玛丽亚·贝罗;麦卡·梦露;列维·施瑞博尔;扎克瑞·亚瑟;托尼·雷沃罗利;特丽莎·贝特曼,动作;科幻;惊悚;冒险,美国,英语,2016-01-14(澳大利亚);2016-01-22(美国)
母亲的双眼,尼古拉斯·佩谢,尼古拉斯·佩谢,戴安娜·阿戈斯蒂尼;奥利维亚·邦德;威尔·伯瑞;乔伊·柯蒂斯-格林;弗洛拉·迪亚兹;基卡·马加良斯;保罗·纳扎克;克拉拉·王,剧情;恐怖,美国,英语,2016-01-12(圣丹斯电影节);2016-12-02(美国)
星球大战7：原力觉醒,J·J·艾布拉姆斯,J·J·艾布拉姆斯;劳伦斯·卡斯丹;迈克尔·阿恩特,黛西·雷德利;约翰·博耶加;哈里森·福特;多姆纳尔·格里森;亚当·德赖弗;马克·哈米尔;凯丽·费雪;奥斯卡·伊萨克;露皮塔·尼永奥;安迪·瑟金斯;安东尼·丹尼尔斯;彼德·梅犹;马克斯·冯·叙多夫;比利·迪·威廉姆斯;爱德华·斯皮伊尔斯;马修·詹姆斯·托马斯;肯尼·贝克;格温多兰·克里斯蒂;西蒙·佩吉;克里斯塔·克拉克;匹普·安德森,动作;科幻;冒险,美国,英语,2016-01-09(中国大陆);2015-12-18(美国)
自杀森林,杰森·扎达,尼克·安托斯卡;莎拉·康威尔;本·科泰,娜塔莉·多默尔;泰勒·金尼;欧文·马肯;斯蒂芬妮·沃格特;小泽征悦;Rina Takasaki;Noriko Sakura;Y?ho Yamashita;Masashi Fujimoto,恐怖,美国,英语,2016-01-08(美国)
好友请求,西蒙·范霍文,马修·巴伦;菲利普·科赫;西蒙·范霍文,阿莉西娅·戴柏南·凯里;威廉·莫斯里;康勒·帕奥罗;布里特·摩根;布鲁克·马卡姆;西恩·马奎特;莉斯尔·阿勒斯;沙沙维恩·豪尔;苏珊·丹福特;丽·拉维夫;尼古拉斯·鲍林,惊悚;恐怖,德国,英语,2016-01-07(德国);2017-09-22(美国)
神探夏洛克：可恶的新娘,道格拉斯·麦金农,马克·加蒂斯;史蒂文·莫法特;阿瑟·柯南·道尔,本尼迪克特·康伯巴奇;马丁·弗瑞曼;尤娜·斯塔布斯;鲁珀特·格雷夫斯;马克·加蒂斯;安德鲁·斯科特;露易丝·布瑞丽;阿曼达·阿宾顿;乔纳森·阿里斯;亚斯明·阿克拉姆;大卫·内尔斯特;凯瑟琳·麦克马克;蒂姆·麦克纳尼;娜塔莎·奥基弗;杰拉尔德·基德,剧情;悬疑;犯罪,英国,英语,2016-01-04(中国大陆);2016-01-01(英国/美国)
拿起枪的简,加文·欧康诺,布莱恩·达菲尔德;安东尼·塔姆巴基斯;乔尔·埃哲顿,娜塔莉·波特曼;伊万·麦克格雷格;罗德里戈·桑托罗;乔尔·埃哲顿;诺亚·艾默里奇;波伊德·霍布鲁克;亚历克斯·马内塔;托德·斯塔什维克;纳许·艾德顿,剧情;动作;西部,美国,英语,2016-01-01(德国);2016-01-29(美国)
老爸当家,希恩·安德鲁斯,布莱恩·伯恩斯;希恩·安德鲁斯;约翰·莫里斯,威尔·法瑞尔;马克·沃尔伯格;琳达·卡德里尼;托马斯·哈登·丘奇;斯嘉丽·艾斯特维兹;欧文·瓦卡罗;鲍比·坎纳瓦尔;汉尼拔·布勒斯;比尔·伯尔;杰米·登博;马克·L·扬,喜剧,美国,英语,2015-12-25(美国)
惊魂太空舱,安德鲁·马丁,费利克斯·福雷斯特;安德鲁·马丁,埃德蒙德·金斯利;丽莎·格林伍德;戴维·韦曼;奈吉尔·巴伯;吉尔·科雷林;迈克尔·寇特斯;约瑟芬·费洛斯;加里·赫伦,剧情;科幻;惊悚;历史,英国,英语,2015-12-23(英国)
姐妹,杰森·摩尔,宝拉·佩尔,蒂娜·菲;艾米·波勒;玛娅·鲁道夫;伊克·巴里霍尔兹;詹姆斯·布洛林;黛安·韦斯特;约翰·塞纳;约翰·雷吉扎莫;鲍比·莫尼汉;凯特·麦克金农;瑞秋·德拉彻;格里塔·李;麦蒂森·达文波特;圣蒂诺·方塔纳;希瑟·玛塔拉佐;丹·伯德,喜剧,美国,英语,2015-12-18(美国)
美国英雄,尼克·拉夫,尼克·拉夫,斯蒂芬·多尔夫;艾迪·格里芬;克里斯托弗·贝瑞;Bill Billions;约翰斯·迈尔斯;Tim J. Smith,喜剧;动作;科幻,美国,英语,2015-12-11(美国)
荒唐六蛟龙,弗兰克·克拉斯,提姆·赫利希;亚当·桑德勒,亚当·桑德勒;泰瑞·克鲁斯;豪尔赫·加西亚;泰勒·洛特纳;罗伯·施奈德;卢克·威尔逊;威尔·福特;史蒂夫·茨恩;哈威·凯特尔;尼克·诺特;乔恩·拉威茨;惠特妮·卡明;大卫·斯佩德;丹尼·特雷霍;尼克·斯旺森,喜剧;西部,美国,英语,2015-12-11(美国)
近距离,艾萨克·佛罗伦汀,查德·洛;夏恩·达克斯·泰勒,斯科特·阿金斯;尼克·齐兰德;卡蒂琳·基茨;斯科特·埃文斯;埃迪·J.费尔南德斯;杰克·拉·博兹;托尼·佩雷斯;麦迪森·劳勒;朱利安·西萨里奥;兰迪·霍尔,动作;犯罪,美国,英语,2015-12-11(美国)
极盗者,埃里克松·科尔,科特·维莫;匹克·金;W·彼得·伊利夫,卢克·布雷西;埃德加·拉米雷兹;泰莉莎·帕尔墨;雷·温斯顿;麦克斯·泰瑞奥;戴尔里·林多;托拜厄斯·桑特尔曼;马蒂亚斯·瓦雷拉;克雷蒙斯·施伊克;尼科莱·金斯基;格娜萨斯·巴伯;杰米斯·巴特勒;杰夫·伯勒尔;詹姆斯·勒格罗;犹大·刘易斯,动作;犯罪;运动,美国 / 中国大陆 / 德国,英语,2015-12-04(中国大陆);2015-12-25(美国)
克朗普斯,迈克尔·道赫蒂,托德·凯西;迈克尔·道赫蒂;扎克·希尔兹,亚当·斯科特;托妮·科莱特;艾莉森·托尔曼;大卫·科恩查内;康查塔·费雷尔;恩杰伊·安东尼;斯蒂芬妮娅·欧文;克里丝塔·施泰德;吉迪恩·埃默里;艾薇·乔治,喜剧;恐怖;奇幻,美国,英语,2015-12-04(美国)
海洋深处,朗·霍华德,查尔斯·里维特;里克·杰法;阿曼达·斯尔沃;爱德华·兹威克;纳撒尼尔·菲比里克,克里斯·海姆斯沃斯;本杰明·沃克;基里安·墨菲;汤姆·赫兰德;本·卫肖;布莱丹·格里森;米歇尔·费尔利;保罗·安德森;夏洛特·莱利;詹迪·莫拉;约瑟夫·马勒;杰米·西弗斯;唐纳德·桑普特;弗兰克·迪兰;山姆·基利,剧情;冒险,美国 / 澳大利亚 / 西班牙,英语,2015-12-03(澳大利亚);2015-12-11(美国)
海绵宝宝,保罗·提比特;迈克·米歇尔,格伦·伯杰;乔纳森·阿里斯;史蒂芬·海伦伯格,安东尼奥·班德拉斯;艾瑞克·鲍扎;蒂姆·康威;埃迪·狄森;罗伯·鲍森;凯文·迈克尔·理查德森;艾普尔·斯图瓦特;克里·萨莫;比利·维斯特;卡洛斯·阿拉斯拉奇;诺兰·诺斯;保罗·提比特;汤姆·肯尼;比尔·法格巴克;罗德格尔·邦帕斯,喜剧;动画;冒险,美国,英语,2015-12-01(中国大陆);2015-02-06(美国)
奎迪,瑞恩·库格勒,瑞恩·库格勒;亚伦·卡温顿;西尔维斯特·史泰龙,迈克尔·B·乔丹;西尔维斯特·史泰龙;泰莎·汤普森;菲利西亚·拉斯海德;安东尼·贝柳;伍德·哈里斯;安德烈·沃德;加布里埃尔·罗萨多;胡安·巴勃罗·维泽格;格拉汉姆·麦克泰维什;威尔·布拉格罗夫;马克·史密斯,剧情;运动,美国,英语,2015-11-25(美国)
恐龙当家,彼得·宋,彼得·宋;埃里克·本森;梅格·勒福夫;凯尔西·曼;保伯·彼得森,雷蒙德·奥乔亚;杰克·布赖特;杰弗里·怀特;史蒂夫·茨恩;A·J·巴克利;安娜·帕奎因;山姆·艾里奥特;弗兰西斯·麦克多蒙德;马库斯·斯克里布纳;彼得·宋,喜剧;动画;家庭;冒险,美国,英语,2015-11-25(美国)
维克多·弗兰肯斯坦,保罗·麦奎根,马克斯·兰迪斯;玛丽·雪莱,詹姆斯·麦卡沃伊;丹尼尔·雷德克里夫;杰西卡·布朗·芬德利;安德鲁·斯科特;马克·加蒂斯;露易丝·布瑞丽;丹尼尔·梅斯;弗莱迪·福克斯;布隆森·韦伯;阿利斯泰·皮垂;斯宾塞·怀尔丁;卡勒姆·特纳,剧情;科幻;恐怖,美国,英语,2015-11-25(美国)
玩命速递：重启之战,卡米尔·狄拉玛,亚当·库珀;比尔·科拉奇;吕克·贝松;罗伯特·马克·卡门,艾德·斯克林;雷·史蒂文森;洛安·沙巴诺尔;加布里埃拉·赖特;塔蒂阿娜·帕科维奇;拉蒂沃杰·布克维奇;诺米·勒努瓦;尤里·科洛科利尼科夫;莱恩·库德里亚维斯基;萨米尔·盖丝米;安纳托·陶布曼,动作;惊悚;犯罪,法国 / 中国大陆 / 比利时,英语,2015-11-20(中国大陆);2015-09-04(美国);2015-09-09(法国)
饥饿游戏3：嘲笑鸟(下),弗朗西斯·劳伦斯,丹尼·斯特朗;彼得·克莱格,詹妮弗·劳伦斯;乔什·哈切森;利亚姆·海姆斯沃斯;伍迪·哈里森;伊丽莎白·班克斯;朱丽安·摩尔;菲利普·塞默·霍夫曼;杰弗里·怀特;斯坦利·图齐;唐纳德·萨瑟兰;托比·琼斯;山姆·克拉弗林;吉娜·马隆;娜塔莉·多默尔;伊万·罗斯,动作;科幻;冒险,美国,英语,2015-11-20(美国/中国大陆)
圣诞前夜,乔纳森·莱文,乔纳森·莱文;埃文·戈德堡;凯尔·亨特;艾瑞尔·沙福,约瑟夫·高登-莱维特;塞斯·罗根;安东尼·麦凯;吉莉恩·贝尔;丽兹·卡潘;迈克尔·珊农;敏迪·卡灵;詹姆斯·弗兰科;坎耶·威斯特;麦莉·赛勒斯;洛莱妮·图桑特;狄奥多拉·伍利;海伦娜·约克;阿隆·希尔;娜塔莉·奈普;巴朗·戴维斯;兰道尔·朴,喜剧,美国,英语,2015-11-20(美国)
谜一样的双眼,比利·雷,比利·雷;爱德华多·萨切里,妮可·基德曼;朱莉娅·罗伯茨;迈克尔·凯利;迪恩·诺里斯;切瓦特·埃加福特;琳登·史密斯;佐伊·格瑞艾姆;乔·科尔;唐·哈维;罗斯·帕特里奇;约翰·帕帕席德拉,剧情;悬疑;惊悚,美国,英语,2015-11-20(美国)
尖叫屋大屠杀,安迪·帕尔默,本·贝格利,罗伯特·英格兰德;杰尔·伯恩斯;斯考蒂·汤姆森;马特·安吉;查斯蒂·巴勒斯特罗斯;克林特·霍华德;考特尼·盖恩斯;埃里克·查瓦里亚;马斯·克雷恩;康迪斯·德·维瑟;E·E·贝尔;本·贝格利;迈克尔·埃里克·里德;莱格·帕克;塞巴斯蒂安·塞格尔,喜剧;恐怖,美国,英语,2015-11-13(美国)
爱上库珀一家,杰茜·尼尔森,斯蒂芬·罗杰斯,艾伦·阿金;约翰·古德曼;艾德·赫尔姆斯;黛安·基顿;杰克·莱西;阿曼达·塞弗里德;安东尼·麦凯;琼·斯奎布;玛丽莎·托梅;奥利维亚·王尔德;丹·安博尔;蒂莫西·柴勒梅德;艾利克斯·布诺斯町,喜剧,美国,英语,2015-11-13(美国)
大空头,亚当·麦凯,查尔斯·伦道夫;亚当·麦凯;迈克尔·刘易斯,克里斯蒂安·贝尔;史蒂夫·卡瑞尔;瑞恩·高斯林;布拉德·皮特;梅丽莎·里奥;约翰·马加罗;拉菲·斯波;杰瑞米·斯特朗;芬·维特洛克;玛丽莎·托梅;崔西·莱茨;文峰;阿德普波·奥杜耶;凯伦·吉兰;马克思·格林菲尔德;比利·马格努森;玛格特·罗比;理查德·塞勒;赛琳娜·戈麦斯,剧情;传记,美国,英语,2015-11-12(AFI影展);2015-12-11(美国点映);2015-12-23(美国)
杀死汝伴,欧文·哈里斯,约翰·尼文,尼古拉斯·霍尔特;艾德·斯克林;汤姆·莱利;詹姆斯·柯登;罗姗娜·阿奎特;克雷格·罗伯兹;乔治雅·金;约瑟夫·马勒;莫里兹·布雷多;布隆森·韦伯;吉姆·皮多克;黛博拉·罗桑;爱德华·霍格;戴米恩·莫隆尼;阿尔·韦弗;大卫·艾弗里,喜剧;惊悚;犯罪,英国,英语,2015-11-06(英国)
史努比：花生大电影,史蒂夫·马蒂诺,布莱恩·舒尔茨;克莱格·舒尔茨;科尼利厄斯·乌里亚诺;查尔斯·M·舒尔茨,诺亚·施纳普;比尔·莫伦茨;弗朗西斯卡·卡帕尔迪;马里埃尔·希茨;亚历山大·加芬;维纳斯·舒尔特海斯;哈德利·贝尔·米勒;玛迪辛·希普曼;诺亚·约翰斯顿;A·J·泰切;克里斯汀·肯诺恩斯;阿纳斯塔西娅·布列季娜;丽贝卡·布卢姆;马尔·马尔;威廉·温施;米卡·雷夫利;特洛伊·安德鲁斯,喜剧;动画;冒险,美国,英语,2015-11-06(美国/中国大陆)
烈日迷踪,特雷·尼尔森,特雷·尼尔森,乔什·杜哈明;乔什·维金斯;琳恩·柯林斯;艾玛·福尔曼;克丽丝汀·米勒;拉里·杰克·唐森;阿尔·艾泰,剧情;动作,美国,英语,2015-11-06(美国)
布鲁克林,约翰·克劳利,尼克·霍恩比;科尔姆·托宾,西尔莎·罗南;多姆纳尔·格里森;艾莫里·科恩;吉姆·布劳德本特;朱丽·沃特斯;艾米莉·理查兹;迈克尔·泽根;保利诺·努内斯;诺拉简·努恩;艾瑞卡·罗森鲍姆;詹·穆瑞;伊芙·麦凯林;安妮·尼·莫瑞;泰德·麦克马洪;杰西卡·帕尔;菲奥娜·格拉斯科特;布里德·布伦南;爱琳·奥伊金斯;彼得·坎皮恩;伊娃·柏西斯托,剧情;爱情,英国 / 加拿大 / 爱尔兰,英语,2015-11-06(爱尔兰/英国)
移动迷宫2,韦斯·鲍尔,T·S·诺林;詹姆斯·达什纳,迪伦·奥布莱恩;卡雅·斯考达里奥;托马斯·布罗迪-桑斯特;吉安卡罗·埃斯波西托;艾丹·吉伦;李起弘;巴里·佩珀;莉莉·泰勒;派翠西娅·克拉克森;德克斯特·达登;亚历山大·弗洛里斯;雅库布·洛弗兰德;罗莎·萨拉查;特里·戴尔·帕克斯;凯瑟琳·史密斯-麦格林;凯瑟琳·麦克纳马拉;娜塔莉·伊曼纽尔,动作;科幻;冒险,美国,英语,2015-11-04(中国大陆);2015-09-18(美国)
绝命海拔,巴塔萨·科马库,威廉姆·尼克尔森;西蒙·博福伊,杰森·克拉克;乔什·布洛林;约翰·浩克斯;罗宾·怀特;艾米丽·沃森;迈克尔·凯利;凯拉·奈特莉;萨姆·沃辛顿;杰克·吉伦哈尔;克莱夫·斯坦登;伊丽莎白·德比茨基;米娅·高斯;马丁·亨德森;凡妮莎·柯比;汤姆·古德曼-希尔;森尚子,剧情;传记;冒险,英国 / 美国 / 冰岛,英语,2015-11-03(中国大陆);2015-09-02(威尼斯电影节);2015-09-25(美国)
怪物大乱斗,罗比·皮克林,奥伦·尤济尔,麦肯兹·戴维斯;爱德·维斯特维克;琼·库萨克;凡妮莎·哈金斯;科甘-迈克尔·凯;席瑞娜·文森;鲍勃·奥登科克;帕顿·奥斯瓦尔特;克里斯·泽尔卡;瑞秋·哈里斯;丹尼斯·利瑞;尼可拉斯·博朗;奥罗拉·佩里纽;帕特·希利,喜剧;恐怖,美国,英语,2015-10-30(美国)
真相,詹姆斯·范德比尔特,詹姆斯·范德比尔特;玛丽·迈普斯,凯特·布兰切特;罗伯特·雷德福;伊丽莎白·莫斯;托弗·戈瑞斯;丹尼斯·奎德;布鲁斯·格林伍德;大卫·莱昂斯;约翰·本杰明·西基;瑞切尔·布莱克;斯蒂夫·巴什托尼;尼古拉斯·霍普;马丁·萨克斯,剧情;传记,美国 / 澳大利亚,英语,2015-10-30(美国)
童军手册之僵尸启示录,克里斯托弗·兰登,望月绘美;凯瑞·李·威尔森;洛纳·威廉姆斯,豪斯顿·塞奇;帕特里克·施瓦辛格;泰伊·谢里丹;莎拉·玛卢库·莱恩;大卫·科恩查内;莎拉·杜蒙;洛根·米勒;马修·卡德罗普;布莱克.安德森;德鲁·德勒格,喜剧;恐怖,美国,英语,2015-10-30(美国)
裁缝,乔瑟琳·穆尔豪斯,乔瑟琳·穆尔豪斯;P·J·霍根;罗莎莉·汉姆,凯特·温丝莱特;朱迪·戴维斯;利亚姆·海姆斯沃斯;雨果·维文;卡罗琳·古多尔;莎拉·斯努克;萨莎·霍勒;凯瑞·福克斯;朱丽娅·布莱克;吉姆·麦凯;盖东·格兰特利,剧情,澳大利亚,英语,2015-10-29(澳大利亚)
精灵旅社2,格恩迪·塔塔科夫斯基,罗伯特·斯密戈尔;亚当·桑德勒;托德·杜伦,亚当·桑德勒;安迪·萨姆伯格;赛琳娜·戈麦斯;阿什·布林克夫;凯文·詹姆斯;大卫·斯佩德;史蒂夫·布西密;科甘-迈克尔·凯;莫莉·香侬;梅尔·布鲁克斯;法兰·德瑞雪;梅根·莫拉莉;尼克·奥弗曼;达纳·卡维;罗伯·里格尔;尼克·斯旺森;乔尼·所罗门;克里斯·卡坦;莎蒂·桑德勒;珊妮·桑德勒;乔恩·拉威茨;罗伯特·斯密戈尔;罗斯·阿卜杜;路奈尔·坎贝尔;杰瑞德·桑德勒;保罗·布里顿;克里斯·帕内尔;艾伦·卡瓦特,喜剧;动画;奇幻,美国,英语,2015-10-27(中国大陆);2015-09-25(美国)
史蒂夫·乔布斯,丹尼·博伊尔,艾伦·索金;沃尔特·伊萨克森,迈克尔·法斯宾德;凯特·温丝莱特;塞斯·罗根;杰夫·丹尼尔斯;迈克尔·斯图巴;凯瑟琳·沃特斯顿;约翰·奥提兹;莎拉·斯努克;亚当·沙皮罗;麦肯泽·摩斯;利普丽·索博;佩拉·哈莉-贾德林;史蒂文·韦格;贾登·亚历山大;瓦内萨·罗斯,剧情;传记,英国 / 美国,英语,2015-10-23(美国)
战斧骨,S·克雷格·扎勒,S·克雷格·扎勒,帕特里克·威尔森;库尔特·拉塞尔;莉莉·西蒙斯;肖恩·杨;扎恩·迈克拉农;马修·福克斯;大卫·阿奎特;凯瑟琳·莫里斯;希德·黑格;理查德·詹金斯;迈克尔·帕尔;杰米·埃克托;詹姆斯·托根,恐怖;西部,美国,英语,2015-10-23(美国)
小飞侠：幻梦启航,乔·赖特,贾森·福克斯;J·M·巴利,休·杰克曼;莱维·米勒;加内特·赫德兰;鲁妮·玛拉;阿曼达·塞弗里德;阿迪勒·阿赫塔尔;卡拉·迪瓦伊;侬索·阿诺斯;凯西·伯克;罗泰柱;杰克·查尔斯;布隆森·韦伯;吉米·维;斯宾塞·怀尔丁;布莱恩·博维尔;迈克·谢泼德;刘易斯·麦克杜格尔;杰克·劳登,动作;奇幻;冒险,美国 / 英国 / 澳大利亚,英语,2015-10-22(中国大陆);2015-09-24(澳大利亚);2015-10-09(美国);2015-10-16(英国)
幸存者,詹姆斯·麦克特格,菲利普·谢尔比,米拉·乔沃维奇;皮尔斯·布鲁斯南;迪伦·麦克德莫特;安吉拉·贝塞特;罗伯特·福斯特;帕克·索耶;巴沙尔·拉海尔;罗伊斯·皮尔逊;肖恩·蒂尔;陆思敬;安东尼娅·托马斯;弗朗西斯·德·拉·图瓦;罗杰·里斯;本诺·菲尔曼;吉娜薇·欧瑞丽;萨比恩·克洛森,动作;惊悚,英国 / 美国,英语,2015-10-18(中国大陆);2015-05-29(美国);2015-06-05(英国)
蚁人,佩顿·里德,斯坦·李;杰克·科比;拉里·利伯;埃德加·赖特;乔·考尼什;亚当·麦凯;保罗·路德,保罗·路德;迈克尔·道格拉斯;伊万杰琳·莉莉;寇瑞·斯托尔;迈克尔·佩纳;大卫·达斯马齐连;朱迪·格雷尔;鲍比·坎纳瓦尔;约翰·斯拉特里;伍德·哈里斯;T.I.;海莉·阿特维尔;瓦内萨·罗斯;马丁·唐文;乔·克里斯特;艾比·莱德·弗特森;安东尼·麦凯;加勒特·莫里斯;尼尔·汉博格;鲁德·哈利特;斯坦·李;克里斯·埃文斯;塞巴斯蒂安·斯坦,动作;科幻;冒险,美国,英语,2015-10-16(中国大陆);2015-07-17(美国)
最后一日,瓦列·米利夫,迈克·赫斯特,布鲁斯·佩恩;丹妮拉·阿隆索;罗杰·R.克劳斯;斯科特·阿金斯;杰西·加西亚;迪米特尔·多切诺夫;雷克·安德森;莱乔·瓦斯列夫,恐怖,美国,英语,2015-10-16(美国)
